22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:22:1.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
22:1:0.000000,22:2:0.000000,22:4:0.000000,22:9:0.000000,22:15:0.000000,22:16:0.000000,22:18:0.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:1.000000,22:22:0.000000,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:23:0.985459,22:24:0.971129,22:24:0.971129,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:25:0.957007,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:26:0.943091,22:27:0.929377,22:27:0.929377,22:28:0.915863,22:29:0.902545,22:29:0.902545,22:29:0.902545,22:30:0.889420,22:31:0.876487,22:32:0.863742,22:33:0.851182,22:34:0.838804,22:35:0.826607,22:36:0.814587,22:39:0.779565,22:40:0.768229,22:41:0.757058,22:43:0.735201,22:44:0.724510,22:45:0.713975,22:46:0.703592,22:54:0.625789,22:59:0.581594,22:61:0.564803,22:62:0.556590,22:63:0.548496,22:67:0.517282,22:69:0.502347,22:70:0.495042,22:74:0.466870,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:23:1.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
23:1:0.000000,23:2:0.000000,23:4:0.000000,23:9:0.000000,23:15:0.000000,23:16:0.000000,23:18:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:22:0.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:1.000000,23:23:0.000000,23:24:0.985459,23:24:0.985459,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:25:0.971129,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:26:0.957007,23:27:0.943091,23:27:0.943091,23:28:0.929377,23:29:0.915863,23:29:0.915863,23:29:0.915863,23:30:0.902545,23:31:0.889420,23:32:0.876487,23:33:0.863742,23:34:0.851182,23:35:0.838804,23:36:0.826607,23:39:0.791069,23:40:0.779565,23:41:0.768229,23:43:0.746050,23:44:0.735201,23:45:0.724510,23:46:0.713975,23:54:0.635024,23:59:0.590176,23:61:0.573137,23:62:0.564803,23:63:0.556590,23:67:0.524915,23:69:0.509760,23:70:0.502347,23:74:0.473759,
