0.000000,0.004975,0.044776,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.014925,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.024876,0.004975,0.004975,0.014925,0.004975,0.024876,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.024876,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.084577,0.004975,0.004975,0.014925,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,
0.004975,0.000000,0.034826,0.004975,0.004975,0.014925,0.263682,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.034826,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.064677,0.014925,0.004975,0.004975,0.104478,0.044776,0.004975,0.004975,0.004975,0.004975,0.044776,0.004975,0.004975,0.034826,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.014925,0.014925,0.004975,0.054726,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.034826,0.104478,0.004975,0.004975,0.024876,0.014925,0.283582,0.004975,0.024876,0.004975,0.014925,0.014925,0.174129,0.472637,0.014925,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.164179,0.024876,0.004975,0.004975,
0.004975,0.004975,0.000000,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.104478,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.024876,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,
0.004975,0.004975,0.004975,0.000000,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,
0.004975,0.004975,0.004975,0.004975,0.000000,0.383085,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.014925,0.004975,0.004975,0.014925,0.004975,0.004975,0.014925,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.034826,0.004975,0.004975,0.004975,0.004975,0.004975,0.024876,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.014925,
0.004975,0.004975,0.004975,0.004975,0.154229,0.000000,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.014925,0.004975,0.004975,0.014925,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.034826,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,
0.004975,0.562189,0.054726,0.004975,0.004975,0.004975,0.000000,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.024876,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.064677,0.004975,0.004975,0.004975,0.124378,0.064677,0.004975,0.004975,0.004975,0.004975,0.044776,0.004975,0.004975,0.014925,0.004975,0.004975,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.014925,0.004975,0.004975,0.074627,0.014925,0.014925,0.004975,0.004975,0.004975,0.004975,0.004975,0.104478,0.004975,0.004975,0.004975,0.004975,0.034826,0.004975,0.024876,0.004975,0.014925,0.004975,0.194030,0.462687,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.233831,0.004975,0.004975,0.004975,
0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.000000,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,0.004975,
0.024876,0.034826,0.024876,0.044776,0.014925,0.034826,0.004975,0.014925,0.000000,0.034826,0.074627,0.024876,0.024876,0.054726,0.044776,0.054726,0.024876,0.054726,0.004975,0.024876,0.084577,0.014925,0.024876,0.054726,0.014925,0.054726,0.024876,0.024876,0.064677,0.004975,0.074627,0.024876,0.024876,0.034826,0.044776,0.004975,0.044776,0.014925,0.004975,0.024876,0.004975,0.034826,0.104478,0.084577,0.004975,0.034826,0.004975,0.034826,0.014925,0.014925,0.004975,0.014925,0.144279,0.014925,0.004975,0.034826,0.004975,0.004975,0.094527,0.004975,0.014925,0.034826,0.004975,0.004975,0.014925,0.044776,0.014925,0.004975,0.014925,0.034826,0.024876,0.034826,0.004975,0.004975,0.004975,0.004975,0.004975,
0.383085,0.313433,0.542289,0.174129,0.044776,0.412935,0.432836,0.233831,0.054726,0.000000,0.283582,0.303483,0.134328,1.000000,0.164179,0.482587,0.094527,0.064677,0.134328,0.353234,0.402985,0.074627,0.184080,0.154229,0.353234,0.840796,0.223881,0.293532,0.432836,0.134328,0.940299,0.124378,0.213930,0.134328,0.313433,0.383085,0.164179,0.164179,0.184080,0.054726,0.034826,0.233831,0.432836,0.522388,0.044776,0.184080,0.114428,0.492537,0.243781,0.184080,0.054726,0.094527,0.960199,0.373134,0.263682,0.074627,0.024876,0.054726,0.452736,0.333333,0.064677,0.074627,0.144279,0.004975,0.164179,0.054726,0.024876,0.024876,0.373134,0.412935,0.144279,0.293532,0.184080,0.044776,0.014925,0.104478,0.283582,
